Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	20	38361707	43318536	3414	0.1988
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	20	43318788	52205786	5752	0.1358
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	20	52207330	62091808	7329	0.7615
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	20	62091822	63588502	545	0.6776
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	21	13974127	31408431	11199	0.3349
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	21	31408788	36547598	3317	0.2596
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	21	36548471	41387184	3717	0.2943
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	21	41387573	46262057	2579	0.2389
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	22	16934932	25146436	1628	-0.6877
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	22	25146552	34941899	7037	-0.6458
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	22	34941967	48940621	8374	-0.6917
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	X	3236359	10557015	1869	0.0566
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	X	10558001	18242206	4368	0.091
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	X	18242512	20364006	704	0.0143
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	X	20367860	39901032	9718	0.0864
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	X	39906351	48547626	3880	0.0484
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	X	48548715	49266207	275	-0.0858
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	X	49272959	71031107	6557	0.0517
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	X	71031674	71514195	180	-0.0756
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	X	71514691	74901494	1257	0.0613
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	X	74902233	94486277	7708	-0.7355
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	X	94494542	119285231	11364	0.1398
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	X	119285320	119952763	296	0.0086
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	X	119953682	153462697	15872	0.1382
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	X	153463614	155677414	385	-0.0136
